@relation 'trainingData-weka.filters.unsupervised.attribute.Remove-R1-11,13,15'

@attribute duration numeric
@attribute pdays numeric
@attribute poutcome {unknown,failure,other,success}
@attribute termDeposit {no,yes}

@data
14,-1,unknown,no
9,-1,unknown,no
154,-1,unknown,no
34,-1,unknown,no
264,-1,unknown,no
20,-1,unknown,no
85,-1,unknown,no
13,-1,unknown,no
152,-1,unknown,no
29,-1,unknown,no
34,-1,unknown,no
34,-1,unknown,no
17,-1,unknown,no
29,-1,unknown,no
32,-1,unknown,no
134,-1,unknown,no
92,-1,unknown,no
27,-1,unknown,no
14,-1,unknown,no
15,-1,unknown,no
17,-1,unknown,no
587,-1,unknown,no
10,-1,unknown,no
652,-1,unknown,no
16,-1,unknown,no
435,-1,unknown,no
10,-1,unknown,no
123,-1,unknown,no
12,-1,unknown,no
13,-1,unknown,no
14,-1,unknown,no
524,-1,unknown,no
74,-1,unknown,no
850,-1,unknown,no
126,-1,unknown,no
15,-1,unknown,no
7,-1,unknown,no
40,-1,unknown,no
15,-1,unknown,no
4,-1,unknown,no
32,-1,unknown,no
12,-1,unknown,no
77,-1,unknown,no
130,-1,unknown,no
9,-1,unknown,no
8,-1,unknown,no
18,-1,unknown,no
7,-1,unknown,no
11,-1,unknown,no
26,-1,unknown,no
39,-1,unknown,no
16,-1,unknown,no
11,-1,unknown,no
37,-1,unknown,no
205,-1,unknown,no
408,-1,unknown,no
27,-1,unknown,no
46,-1,unknown,no
18,-1,unknown,no
1023,-1,unknown,yes
253,-1,unknown,no
51,-1,unknown,no
407,-1,unknown,no
10,-1,unknown,no
9,-1,unknown,no
808,-1,unknown,yes
11,-1,unknown,no
176,-1,unknown,no
152,-1,unknown,no
13,-1,unknown,no
13,-1,unknown,no
79,-1,unknown,no
212,-1,unknown,no
87,-1,unknown,no
585,-1,unknown,yes
8,-1,unknown,no
10,-1,unknown,no
129,-1,unknown,no
14,-1,unknown,no
9,-1,unknown,no
12,-1,unknown,no
143,-1,unknown,no
9,-1,unknown,no
228,-1,unknown,no
86,-1,unknown,no
8,-1,unknown,no
258,-1,unknown,no
16,-1,unknown,no
27,-1,unknown,no
17,-1,unknown,no
11,-1,unknown,no
22,-1,unknown,no
155,-1,unknown,no
116,-1,unknown,no
136,-1,unknown,no
8,-1,unknown,no
14,-1,unknown,no
10,-1,unknown,no
157,-1,unknown,no
11,-1,unknown,no
84,-1,unknown,no
199,-1,unknown,no
17,-1,unknown,no
804,-1,unknown,no
28,-1,unknown,no
27,-1,unknown,no
11,-1,unknown,no
23,-1,unknown,no
43,-1,unknown,no
372,-1,unknown,no
200,-1,unknown,no
9,-1,unknown,no
29,-1,unknown,no
8,-1,unknown,no
78,-1,unknown,no
14,-1,unknown,no
590,-1,unknown,no
13,-1,unknown,no
40,-1,unknown,no
18,-1,unknown,no
16,-1,unknown,no
196,-1,unknown,no
546,-1,unknown,yes
34,-1,unknown,no
17,-1,unknown,no
23,-1,unknown,no
102,-1,unknown,no
14,-1,unknown,no
160,-1,unknown,no
22,-1,unknown,no
287,-1,unknown,no
9,-1,unknown,no
26,-1,unknown,no
13,-1,unknown,no
48,-1,unknown,no
26,-1,unknown,no
22,-1,unknown,no
9,-1,unknown,no
13,-1,unknown,no
55,-1,unknown,no
52,-1,unknown,no
14,-1,unknown,no
17,-1,unknown,no
20,-1,unknown,no
41,-1,unknown,no
8,-1,unknown,no
7,-1,unknown,no
92,-1,unknown,no
180,-1,unknown,no
267,-1,unknown,no
160,-1,unknown,no
101,-1,unknown,no
75,-1,unknown,no
23,-1,unknown,no
78,-1,unknown,no
13,-1,unknown,no
7,-1,unknown,no
31,-1,unknown,no
36,-1,unknown,no
294,-1,unknown,no
55,-1,unknown,no
15,-1,unknown,no
87,-1,unknown,no
17,-1,unknown,no
30,-1,unknown,no
72,-1,unknown,no
61,-1,unknown,no
63,-1,unknown,no
25,-1,unknown,no
76,-1,unknown,no
23,-1,unknown,no
252,-1,unknown,no
24,-1,unknown,no
33,-1,unknown,no
31,-1,unknown,no
20,-1,unknown,no
14,-1,unknown,no
21,-1,unknown,no
314,-1,unknown,no
39,-1,unknown,no
37,-1,unknown,no
250,-1,unknown,no
221,-1,unknown,no
216,-1,unknown,no
21,-1,unknown,no
14,-1,unknown,no
94,-1,unknown,no
709,-1,unknown,no
8,-1,unknown,no
111,-1,unknown,no
8,-1,unknown,no
38,-1,unknown,no
19,-1,unknown,no
1036,-1,unknown,yes
16,-1,unknown,no
247,-1,unknown,no
27,-1,unknown,no
23,-1,unknown,no
12,-1,unknown,no
375,-1,unknown,no
10,-1,unknown,no
20,-1,unknown,no
14,-1,unknown,no
11,-1,unknown,no
9,-1,unknown,no
21,-1,unknown,no
7,-1,unknown,no
18,-1,unknown,no
10,-1,unknown,no
61,-1,unknown,no
6,-1,unknown,no
24,-1,unknown,no
20,-1,unknown,no
90,-1,unknown,no
19,-1,unknown,no
11,-1,unknown,no
114,-1,unknown,no
24,-1,unknown,no
44,-1,unknown,no
714,-1,unknown,no
10,-1,unknown,no
18,-1,unknown,no
197,-1,unknown,no
26,-1,unknown,no
61,-1,unknown,no
15,-1,unknown,no
20,-1,unknown,no
39,-1,unknown,no
28,-1,unknown,no
7,-1,unknown,no
18,-1,unknown,no
55,-1,unknown,no
13,-1,unknown,no
35,-1,unknown,no
22,-1,unknown,no
447,-1,unknown,no
83,-1,unknown,no
492,-1,unknown,no
36,-1,unknown,no
18,-1,unknown,no
34,-1,unknown,no
11,-1,unknown,no
9,-1,unknown,no
6,-1,unknown,no
10,-1,unknown,no
9,-1,unknown,no
11,-1,unknown,no
70,-1,unknown,no
12,-1,unknown,no
86,-1,unknown,no
46,-1,unknown,no
32,-1,unknown,no
32,-1,unknown,no
124,-1,unknown,no
15,-1,unknown,no
9,-1,unknown,no
10,-1,unknown,no
8,-1,unknown,no
10,-1,unknown,no
81,-1,unknown,no
12,-1,unknown,no
44,-1,unknown,no
22,-1,unknown,no
152,-1,unknown,no
13,-1,unknown,no
41,-1,unknown,no
20,-1,unknown,no
7,-1,unknown,no
53,-1,unknown,no
9,-1,unknown,no
202,-1,unknown,no
310,-1,unknown,no
204,-1,unknown,no
638,-1,unknown,no
298,-1,unknown,no
988,-1,unknown,yes
123,-1,unknown,no
670,-1,unknown,yes
82,-1,unknown,no
53,-1,unknown,no
95,-1,unknown,no
598,-1,unknown,no
54,-1,unknown,no
364,-1,unknown,no
655,-1,unknown,no
662,-1,unknown,yes
25,-1,unknown,no
216,-1,unknown,no
41,-1,unknown,no
110,-1,unknown,no
137,-1,unknown,no
62,-1,unknown,no
56,-1,unknown,no
481,-1,unknown,no
32,-1,unknown,no
183,-1,unknown,no
114,-1,unknown,no
404,-1,unknown,no
528,-1,unknown,yes
351,-1,unknown,no
51,-1,unknown,no
103,-1,unknown,no
146,-1,unknown,no
347,-1,unknown,no
372,-1,unknown,no
151,-1,unknown,no
157,-1,unknown,no
43,-1,unknown,no
167,-1,unknown,no
249,-1,unknown,no
53,-1,unknown,no
268,-1,unknown,no
259,-1,unknown,no
247,-1,unknown,no
100,-1,unknown,no
322,-1,unknown,no
93,-1,unknown,no
75,-1,unknown,no
67,-1,unknown,no
71,-1,unknown,no
151,-1,unknown,no
292,-1,unknown,no
281,-1,unknown,no
375,-1,unknown,no
168,-1,unknown,no
103,-1,unknown,no
305,-1,unknown,no
91,-1,unknown,no
622,-1,unknown,no
178,-1,unknown,no
465,-1,unknown,no
626,-1,unknown,no
322,-1,unknown,no
519,-1,unknown,yes
271,-1,unknown,no
198,-1,unknown,no
677,-1,unknown,yes
215,-1,unknown,no
251,-1,unknown,no
318,-1,unknown,no
253,-1,unknown,no
301,-1,unknown,no
197,-1,unknown,no
71,-1,unknown,no
190,-1,unknown,no
29,-1,unknown,no
133,-1,unknown,no
150,-1,unknown,no
150,-1,unknown,no
277,-1,unknown,no
176,-1,unknown,no
105,-1,unknown,no
565,-1,unknown,no
667,-1,unknown,no
464,-1,unknown,no
3183,-1,unknown,yes
406,-1,unknown,no
110,-1,unknown,no
113,-1,unknown,no
48,-1,unknown,no
174,-1,unknown,no
45,-1,unknown,no
75,-1,unknown,no
422,-1,unknown,yes
381,-1,unknown,no
59,-1,unknown,no
198,-1,unknown,no
433,-1,unknown,no
159,-1,unknown,no
120,-1,unknown,no
121,-1,unknown,no
95,-1,unknown,no
213,-1,unknown,no
747,-1,unknown,no
111,-1,unknown,no
302,-1,unknown,no
154,-1,unknown,no
181,-1,unknown,no
392,-1,unknown,no
162,-1,unknown,no
634,-1,unknown,no
148,-1,unknown,no
103,-1,unknown,no
141,-1,unknown,no
244,-1,unknown,no
140,-1,unknown,no
92,-1,unknown,no
133,-1,unknown,no
216,-1,unknown,no
397,-1,unknown,no
244,-1,unknown,no
135,-1,unknown,no
102,-1,unknown,no
153,-1,unknown,no
151,-1,unknown,no
349,-1,unknown,no
291,-1,unknown,no
169,-1,unknown,no
114,-1,unknown,no
293,-1,unknown,no
111,-1,unknown,no
101,-1,unknown,no
247,-1,unknown,no
96,-1,unknown,no
322,-1,unknown,no
198,-1,unknown,no
123,-1,unknown,no
45,-1,unknown,no
85,-1,unknown,no
93,-1,unknown,no
54,-1,unknown,no
82,-1,unknown,no
27,-1,unknown,no
124,-1,unknown,no
217,-1,unknown,no
165,-1,unknown,no
141,-1,unknown,no
385,-1,unknown,no
266,-1,unknown,no
50,-1,unknown,no
203,-1,unknown,no
176,-1,unknown,no
202,-1,unknown,no
158,-1,unknown,no
76,-1,unknown,no
111,-1,unknown,no
444,-1,unknown,no
69,-1,unknown,no
88,-1,unknown,no
252,-1,unknown,no
132,-1,unknown,no
450,-1,unknown,no
602,-1,unknown,no
381,-1,unknown,no
158,-1,unknown,no
479,-1,unknown,yes
281,-1,unknown,no
128,-1,unknown,no
471,-1,unknown,no
58,-1,unknown,no
60,-1,unknown,no
140,-1,unknown,no
249,-1,unknown,no
215,-1,unknown,no
625,-1,unknown,no
428,-1,unknown,no
119,-1,unknown,no
117,-1,unknown,no
80,-1,unknown,no
173,-1,unknown,no
292,-1,unknown,no
183,-1,unknown,no
200,-1,unknown,no
163,-1,unknown,no
122,-1,unknown,no
55,-1,unknown,no
86,-1,unknown,no
110,-1,unknown,no
92,-1,unknown,no
86,-1,unknown,no
125,-1,unknown,no
484,-1,unknown,no
135,-1,unknown,no
56,-1,unknown,no
156,-1,unknown,no
1992,-1,unknown,no
130,-1,unknown,no
143,-1,unknown,no
157,-1,unknown,no
420,-1,unknown,no
1135,-1,unknown,yes
224,-1,unknown,no
307,-1,unknown,no
650,-1,unknown,yes
660,-1,unknown,no
63,-1,unknown,no
218,-1,unknown,no
97,-1,unknown,no
143,-1,unknown,no
32,-1,unknown,no
159,-1,unknown,no
95,-1,unknown,no
79,-1,unknown,no
306,-1,unknown,no
71,-1,unknown,no
203,-1,unknown,no
372,-1,unknown,no
199,-1,unknown,no
60,-1,unknown,no
108,-1,unknown,no
193,-1,unknown,no
957,-1,unknown,no
83,-1,unknown,no
158,-1,unknown,no
269,-1,unknown,no
269,-1,unknown,no
375,-1,unknown,no
149,-1,unknown,no
111,-1,unknown,no
188,-1,unknown,no
211,-1,unknown,no
109,-1,unknown,no
472,-1,unknown,no
116,-1,unknown,no
452,-1,unknown,no
269,-1,unknown,no
206,-1,unknown,no
228,-1,unknown,no
267,-1,unknown,no
60,-1,unknown,no
85,-1,unknown,no
256,-1,unknown,no
172,-1,unknown,no
412,-1,unknown,no
88,-1,unknown,no
130,-1,unknown,no
115,-1,unknown,no
88,-1,unknown,no
154,-1,unknown,no
90,-1,unknown,no
51,-1,unknown,no
251,-1,unknown,no
89,-1,unknown,no
108,-1,unknown,no
97,-1,unknown,no
326,-1,unknown,no
88,-1,unknown,no
42,-1,unknown,no
92,-1,unknown,no
239,-1,unknown,no
652,-1,unknown,no
178,-1,unknown,no
122,-1,unknown,no
93,-1,unknown,no
504,-1,unknown,no
251,-1,unknown,no
327,-1,unknown,no
389,-1,unknown,no
155,-1,unknown,no
74,-1,unknown,no
225,-1,unknown,no
202,-1,unknown,no
230,-1,unknown,no
277,-1,unknown,no
746,-1,unknown,no
167,-1,unknown,no
194,-1,unknown,no
385,-1,unknown,no
1106,-1,unknown,no
121,-1,unknown,no
566,-1,unknown,no
257,-1,unknown,no
111,-1,unknown,no
43,-1,unknown,no
433,-1,unknown,no
71,-1,unknown,no
523,-1,unknown,no
191,-1,unknown,no
355,-1,unknown,no
31,-1,unknown,no
52,-1,unknown,no
60,-1,unknown,no
62,-1,unknown,no
99,-1,unknown,no
192,-1,unknown,no
68,-1,unknown,no
208,-1,unknown,no
30,-1,unknown,no
246,-1,unknown,no
165,-1,unknown,no
105,-1,unknown,no
538,-1,unknown,no
100,-1,unknown,no
46,-1,unknown,no
253,-1,unknown,no
133,-1,unknown,no
584,-1,unknown,yes
126,-1,unknown,no
121,-1,unknown,no
101,-1,unknown,no
195,-1,unknown,no
178,-1,unknown,no
134,-1,unknown,no
104,-1,unknown,no
316,-1,unknown,no
742,-1,unknown,no
692,-1,unknown,no
85,-1,unknown,no
678,-1,unknown,no
96,-1,unknown,no
106,-1,unknown,no
137,-1,unknown,no
53,-1,unknown,no
502,-1,unknown,no
203,-1,unknown,no
608,-1,unknown,no
407,-1,unknown,no
1576,-1,unknown,yes
468,-1,unknown,no
150,-1,unknown,yes
327,-1,unknown,no
235,-1,unknown,no
333,-1,unknown,no
255,-1,unknown,no
297,-1,unknown,no
65,-1,unknown,no
436,-1,unknown,no
1044,-1,unknown,yes
141,-1,unknown,no
112,-1,unknown,no
135,-1,unknown,no
53,-1,unknown,no
138,-1,unknown,no
548,-1,unknown,no
134,-1,unknown,no
95,-1,unknown,no
273,-1,unknown,no
425,-1,unknown,no
64,-1,unknown,no
276,-1,unknown,no
92,-1,unknown,no
147,-1,unknown,no
148,-1,unknown,no
125,-1,unknown,no
151,-1,unknown,no
494,-1,unknown,yes
615,-1,unknown,yes
152,-1,unknown,no
164,-1,unknown,no
17,-1,unknown,no
316,-1,unknown,no
148,-1,unknown,no
160,-1,unknown,no
89,-1,unknown,no
111,-1,unknown,no
142,-1,unknown,no
119,-1,unknown,no
227,-1,unknown,no
149,-1,unknown,no
134,-1,unknown,no
1434,-1,unknown,no
176,-1,unknown,no
63,-1,unknown,no
86,-1,unknown,no
113,-1,unknown,no
196,-1,unknown,no
250,-1,unknown,no
450,-1,unknown,no
185,-1,unknown,no
136,-1,unknown,no
229,-1,unknown,no
200,-1,unknown,no
718,-1,unknown,yes
161,-1,unknown,no
141,-1,unknown,no
256,-1,unknown,no
39,-1,unknown,no
66,-1,unknown,no
321,-1,unknown,no
434,-1,unknown,yes
782,-1,unknown,yes
128,-1,unknown,no
104,-1,unknown,no
126,-1,unknown,no
87,-1,unknown,no
1272,-1,unknown,yes
401,-1,unknown,no
64,-1,unknown,no
758,-1,unknown,no
277,-1,unknown,no
107,-1,unknown,no
111,-1,unknown,no
360,-1,unknown,no
412,-1,unknown,no
244,-1,unknown,no
240,-1,unknown,no
62,-1,unknown,no
41,-1,unknown,no
122,-1,unknown,no
559,-1,unknown,no
722,-1,unknown,yes
621,-1,unknown,yes
232,-1,unknown,no
259,-1,unknown,no
629,-1,unknown,yes
317,-1,unknown,no
61,-1,unknown,no
126,-1,unknown,no
66,-1,unknown,no
190,-1,unknown,no
61,-1,unknown,no
74,-1,unknown,no
96,-1,unknown,no
94,-1,unknown,no
56,-1,unknown,no
209,-1,unknown,no
69,-1,unknown,no
497,-1,unknown,no
21,-1,unknown,no
223,-1,unknown,no
236,-1,unknown,no
274,-1,unknown,no
459,-1,unknown,no
217,-1,unknown,no
289,-1,unknown,no
130,-1,unknown,no
332,-1,unknown,no
263,-1,unknown,no
114,-1,unknown,no
94,-1,unknown,no
169,-1,unknown,no
385,-1,unknown,no
248,-1,unknown,no
889,-1,unknown,yes
625,-1,unknown,yes
199,-1,unknown,no
240,-1,unknown,no
158,-1,unknown,no
39,-1,unknown,no
256,-1,unknown,no
174,-1,unknown,no
461,-1,unknown,no
187,-1,unknown,no
201,-1,unknown,no
206,-1,unknown,no
643,-1,unknown,no
262,-1,unknown,no
44,-1,unknown,no
84,-1,unknown,no
60,-1,unknown,no
130,-1,unknown,no
106,-1,unknown,no
149,-1,unknown,no
51,-1,unknown,no
532,-1,unknown,yes
575,-1,unknown,no
72,-1,unknown,no
445,-1,unknown,no
554,-1,unknown,no
129,-1,unknown,no
46,-1,unknown,no
226,-1,unknown,no
118,-1,unknown,no
1200,-1,unknown,no
295,-1,unknown,no
78,-1,unknown,no
174,-1,unknown,no
107,-1,unknown,no
309,-1,unknown,no
630,-1,unknown,no
57,-1,unknown,no
206,-1,unknown,no
243,-1,unknown,no
111,-1,unknown,no
154,-1,unknown,no
162,-1,unknown,no
86,-1,unknown,no
261,-1,unknown,no
151,-1,unknown,no
120,-1,unknown,no
199,-1,unknown,no
97,-1,unknown,no
531,-1,unknown,no
112,-1,unknown,no
80,-1,unknown,no
210,-1,unknown,no
153,-1,unknown,no
599,-1,unknown,yes
2201,-1,unknown,no
532,-1,unknown,no
849,-1,unknown,yes
136,-1,unknown,no
500,-1,unknown,no
212,-1,unknown,no
337,-1,unknown,no
1467,-1,unknown,no
117,-1,unknown,no
353,-1,unknown,no
500,-1,unknown,no
387,-1,unknown,no
162,-1,unknown,no
535,-1,unknown,no
175,-1,unknown,no
973,-1,unknown,yes
141,-1,unknown,no
354,-1,unknown,no
835,-1,unknown,no
511,-1,unknown,no
209,-1,unknown,no
1165,-1,unknown,no
113,-1,unknown,no
98,-1,unknown,no
190,-1,unknown,no
88,-1,unknown,no
316,-1,unknown,no
211,-1,unknown,no
455,-1,unknown,no
271,-1,unknown,no
167,-1,unknown,no
108,-1,unknown,no
326,-1,unknown,no
375,-1,unknown,no
457,-1,unknown,no
227,-1,unknown,no
216,-1,unknown,no
366,-1,unknown,no
238,-1,unknown,no
281,-1,unknown,no
290,-1,unknown,no
107,-1,unknown,no
92,-1,unknown,no
46,-1,unknown,no
159,-1,unknown,no
112,-1,unknown,no
293,-1,unknown,no
88,-1,unknown,no
273,-1,unknown,no
87,-1,unknown,no
339,-1,unknown,no
98,-1,unknown,no
124,-1,unknown,no
264,-1,unknown,no
280,-1,unknown,no
116,-1,unknown,no
164,-1,unknown,no
196,-1,unknown,no
36,-1,unknown,no
277,-1,unknown,no
95,-1,unknown,no
305,-1,unknown,no
15,-1,unknown,no
237,-1,unknown,no
263,-1,unknown,no
333,-1,unknown,no
100,-1,unknown,no
75,-1,unknown,no
416,-1,unknown,no
51,-1,unknown,no
199,-1,unknown,no
576,-1,unknown,no
340,-1,unknown,no
187,-1,unknown,no
255,-1,unknown,no
160,-1,unknown,no
96,-1,unknown,no
182,-1,unknown,no
104,-1,unknown,no
13,-1,unknown,no
150,-1,unknown,no
264,-1,unknown,no
224,-1,unknown,no
317,-1,unknown,no
74,-1,unknown,no
422,-1,unknown,no
447,-1,unknown,no
371,-1,unknown,no
122,-1,unknown,no
79,-1,unknown,no
159,-1,unknown,no
238,-1,unknown,no
261,-1,unknown,no
360,-1,unknown,no
500,-1,unknown,no
146,-1,unknown,no
407,-1,unknown,no
112,-1,unknown,no
756,-1,unknown,no
122,-1,unknown,no
339,-1,unknown,no
164,-1,unknown,no
245,-1,unknown,no
327,-1,unknown,no
95,-1,unknown,no
88,-1,unknown,no
78,-1,unknown,no
422,-1,unknown,no
719,-1,unknown,yes
89,-1,unknown,no
269,-1,unknown,no
112,-1,unknown,no
28,-1,unknown,no
221,-1,unknown,no
624,-1,unknown,no
252,-1,unknown,no
230,-1,unknown,no
564,-1,unknown,no
625,-1,unknown,no
53,-1,unknown,no
279,-1,unknown,no
242,-1,unknown,no
185,-1,unknown,no
79,-1,unknown,no
9,-1,unknown,no
131,-1,unknown,no
15,-1,unknown,no
192,-1,unknown,no
118,-1,unknown,no
214,-1,unknown,no
188,-1,unknown,no
262,-1,unknown,no
226,-1,unknown,no
290,-1,unknown,no
342,-1,unknown,no
140,-1,unknown,no
161,-1,unknown,no
47,-1,unknown,no
163,-1,unknown,no
491,-1,unknown,no
220,-1,unknown,no
54,-1,unknown,no
141,-1,unknown,no
109,-1,unknown,no
259,-1,unknown,no
183,-1,unknown,no
24,-1,unknown,no
216,-1,unknown,no
58,-1,unknown,no
146,-1,unknown,no
362,-1,unknown,no
159,-1,unknown,no
124,-1,unknown,no
191,-1,unknown,no
165,-1,unknown,no
509,-1,unknown,yes
431,-1,unknown,no
175,-1,unknown,no
178,-1,unknown,no
186,-1,unknown,no
395,-1,unknown,no
201,-1,unknown,no
740,-1,unknown,yes
534,-1,unknown,yes
320,-1,unknown,no
59,-1,unknown,no
208,-1,unknown,no
290,-1,unknown,no
85,-1,unknown,no
393,-1,unknown,no
82,-1,unknown,no
523,-1,unknown,no
203,-1,unknown,no
144,-1,unknown,no
152,-1,unknown,no
119,-1,unknown,no
732,-1,unknown,yes
733,-1,unknown,no
85,-1,unknown,no
524,-1,unknown,no
377,-1,unknown,no
304,-1,unknown,no
106,-1,unknown,no
102,-1,unknown,no
42,-1,unknown,no
711,-1,unknown,no
288,-1,unknown,no
215,-1,unknown,no
99,-1,unknown,no
136,-1,unknown,no
225,-1,unknown,no
367,-1,unknown,no
188,-1,unknown,no
217,-1,unknown,no
256,-1,unknown,no
634,-1,unknown,yes
124,-1,unknown,no
133,-1,unknown,no
460,-1,unknown,yes
113,-1,unknown,no
166,-1,unknown,no
240,-1,unknown,no
239,-1,unknown,no
116,-1,unknown,no
265,-1,unknown,no
130,-1,unknown,no
130,-1,unknown,no
96,-1,unknown,no
272,-1,unknown,no
705,-1,unknown,yes
428,-1,unknown,no
106,-1,unknown,no
185,-1,unknown,no
187,-1,unknown,no
253,-1,unknown,no
154,-1,unknown,no
114,-1,unknown,no
201,-1,unknown,no
574,-1,unknown,no
202,-1,unknown,no
46,-1,unknown,no
191,-1,unknown,no
291,-1,unknown,no
362,-1,unknown,no
92,-1,unknown,no
220,-1,unknown,no
574,-1,unknown,yes
249,-1,unknown,no
82,-1,unknown,no
443,-1,unknown,no
165,-1,unknown,no
190,-1,unknown,no
186,-1,unknown,no
1767,-1,unknown,yes
145,-1,unknown,no
267,-1,unknown,no
188,-1,unknown,no
141,-1,unknown,no
167,-1,unknown,no
545,-1,unknown,no
148,-1,unknown,no
489,-1,unknown,no
483,-1,unknown,no
165,-1,unknown,no
132,-1,unknown,no
156,-1,unknown,no
173,-1,unknown,no
310,-1,unknown,no
214,-1,unknown,no
206,-1,unknown,no
143,-1,unknown,no
730,-1,unknown,yes
119,-1,unknown,no
259,-1,unknown,no
154,-1,unknown,no
70,-1,unknown,no
211,-1,unknown,no
123,-1,unknown,no
716,-1,unknown,yes
86,-1,unknown,no
116,-1,unknown,no
338,-1,unknown,no
175,-1,unknown,no
212,-1,unknown,no
77,-1,unknown,no
97,-1,unknown,no
135,-1,unknown,no
528,-1,unknown,no
361,-1,unknown,no
220,-1,unknown,no
803,-1,unknown,yes
217,-1,unknown,no
188,-1,unknown,no
159,-1,unknown,no
498,-1,unknown,no
220,-1,unknown,no
285,-1,unknown,no
305,-1,unknown,no
96,-1,unknown,no
221,-1,unknown,no
454,-1,unknown,no
764,-1,unknown,no
163,-1,unknown,no
121,-1,unknown,no
185,-1,unknown,no
266,-1,unknown,no
303,-1,unknown,no
266,-1,unknown,no
112,-1,unknown,no
61,-1,unknown,no
306,-1,unknown,no
1027,-1,unknown,no
831,-1,unknown,yes
338,-1,unknown,no
107,-1,unknown,no
210,-1,unknown,no
138,-1,unknown,no
305,-1,unknown,no
312,-1,unknown,no
283,-1,unknown,no
55,-1,unknown,no
327,-1,unknown,no
216,-1,unknown,no
76,-1,unknown,no
202,-1,unknown,no
194,-1,unknown,no
165,-1,unknown,no
141,-1,unknown,no
82,-1,unknown,no
89,-1,unknown,no
136,-1,unknown,no
203,-1,unknown,no
54,-1,unknown,no
158,-1,unknown,no
192,-1,unknown,no
144,-1,unknown,no
251,-1,unknown,no
635,-1,unknown,yes
584,-1,unknown,no
157,-1,unknown,no
117,-1,unknown,no
78,-1,unknown,no
119,-1,unknown,no
192,-1,unknown,no
1720,-1,unknown,no
452,-1,unknown,no
460,-1,unknown,no
819,-1,unknown,yes
447,-1,unknown,no
63,-1,unknown,no
518,-1,unknown,no
336,-1,unknown,no
171,-1,unknown,no
55,-1,unknown,no
302,-1,unknown,no
323,-1,unknown,no
346,-1,unknown,no
426,-1,unknown,no
483,-1,unknown,no
107,-1,unknown,no
474,-1,unknown,no
517,-1,unknown,no
71,-1,unknown,no
554,-1,unknown,no
96,-1,unknown,no
228,-1,unknown,no
150,-1,unknown,no
154,-1,unknown,no
658,-1,unknown,yes
362,-1,unknown,no
145,-1,unknown,no
1061,-1,unknown,yes
236,-1,unknown,no
237,-1,unknown,no
378,-1,unknown,no
171,-1,unknown,no
514,-1,unknown,no
218,-1,unknown,no
21,-1,unknown,no
116,-1,unknown,no
201,-1,unknown,no
137,-1,unknown,no
82,-1,unknown,no
687,-1,unknown,yes
243,-1,unknown,no
49,-1,unknown,no
65,-1,unknown,no
376,-1,unknown,no
476,-1,unknown,no
141,-1,unknown,no
155,-1,unknown,no
90,-1,unknown,no
17,-1,unknown,no
416,-1,unknown,no
389,-1,unknown,no
283,-1,unknown,no
554,-1,unknown,no
38,-1,unknown,no
212,-1,unknown,no
249,-1,unknown,no
227,-1,unknown,no
153,-1,unknown,no
120,-1,unknown,no
241,-1,unknown,no
103,-1,unknown,no
861,-1,unknown,no
127,-1,unknown,no
250,-1,unknown,no
529,-1,unknown,no
199,-1,unknown,no
104,-1,unknown,no
191,-1,unknown,no
161,-1,unknown,no
214,-1,unknown,no
75,-1,unknown,no
1111,-1,unknown,no
99,-1,unknown,no
173,-1,unknown,no
329,-1,unknown,no
225,-1,unknown,no
210,-1,unknown,no
320,-1,unknown,no
1011,-1,unknown,no
280,-1,unknown,no
184,-1,unknown,no
353,-1,unknown,no
126,-1,unknown,no
183,-1,unknown,no
134,-1,unknown,no
394,-1,unknown,no
139,-1,unknown,no
80,-1,unknown,no
53,-1,unknown,no
618,-1,unknown,no
250,-1,unknown,no
82,-1,unknown,no
158,-1,unknown,no
182,-1,unknown,no
95,-1,unknown,no
72,-1,unknown,no
150,-1,unknown,no
132,-1,unknown,no
259,-1,unknown,no
205,-1,unknown,no
261,-1,unknown,no
537,-1,unknown,yes
64,-1,unknown,no
42,-1,unknown,no
618,-1,unknown,no
183,-1,unknown,no
112,-1,unknown,no
199,-1,unknown,no
296,-1,unknown,no
133,-1,unknown,no
317,-1,unknown,no
97,-1,unknown,no
128,-1,unknown,no
74,-1,unknown,no
126,-1,unknown,no
389,-1,unknown,no
99,-1,unknown,no
194,-1,unknown,no
420,-1,unknown,no
96,-1,unknown,no
138,-1,unknown,no
55,-1,unknown,no
45,-1,unknown,no
175,-1,unknown,no
153,-1,unknown,no
62,-1,unknown,no
72,-1,unknown,no
51,-1,unknown,no
94,-1,unknown,no
272,-1,unknown,no
295,-1,unknown,no
42,-1,unknown,no
225,-1,unknown,no
85,-1,unknown,no
42,-1,unknown,no
55,-1,unknown,no
206,-1,unknown,no
113,-1,unknown,no
275,-1,unknown,no
92,-1,unknown,no
157,-1,unknown,no
89,-1,unknown,no
205,-1,unknown,no
128,-1,unknown,no
65,-1,unknown,no
194,-1,unknown,no
147,-1,unknown,no
112,-1,unknown,no
25,-1,unknown,no
61,-1,unknown,no
174,-1,unknown,no
42,-1,unknown,no
1486,-1,unknown,yes
44,-1,unknown,no
145,-1,unknown,no
238,-1,unknown,no
160,-1,unknown,no
254,-1,unknown,no
1242,-1,unknown,yes
990,-1,unknown,yes
64,-1,unknown,no
115,-1,unknown,no
113,-1,unknown,no
126,-1,unknown,no
