@relation 'trainingData-weka.filters.unsupervised.attribute.Remove-R2-6,8,10,13'

@attribute age numeric
@attribute housing {yes,no}
@attribute contact {unknown,cellular,telephone}
@attribute month {may,jun,jul,aug,oct,nov,dec,jan,feb,mar,apr,sep}
@attribute duration numeric
@attribute pdays numeric
@attribute previous numeric
@attribute poutcome {unknown,failure,other,success}
@attribute termDeposit {no,yes}

@data
31,yes,unknown,jun,245,-1,0,unknown,no
34,yes,unknown,jun,107,-1,0,unknown,no
36,yes,unknown,jun,394,-1,0,unknown,yes
46,yes,unknown,jun,161,-1,0,unknown,no
32,yes,unknown,jun,258,-1,0,unknown,no
41,yes,unknown,jun,659,-1,0,unknown,yes
31,yes,unknown,jun,40,-1,0,unknown,no
31,yes,unknown,jun,527,-1,0,unknown,no
38,yes,unknown,jun,129,-1,0,unknown,no
36,no,unknown,jun,409,-1,0,unknown,no
45,yes,unknown,jun,144,-1,0,unknown,no
35,yes,unknown,jun,97,-1,0,unknown,no
44,yes,unknown,jun,67,-1,0,unknown,no
39,yes,unknown,jun,64,-1,0,unknown,no
36,yes,unknown,jun,143,-1,0,unknown,no
34,yes,unknown,jun,70,-1,0,unknown,no
38,yes,unknown,jun,384,-1,0,unknown,no
45,yes,unknown,jun,172,-1,0,unknown,no
29,yes,unknown,jun,105,-1,0,unknown,no
39,yes,unknown,jun,26,-1,0,unknown,no
35,yes,unknown,jun,227,-1,0,unknown,no
51,yes,unknown,jun,151,-1,0,unknown,no
35,yes,unknown,jun,464,-1,0,unknown,no
57,yes,unknown,jun,319,-1,0,unknown,no
34,yes,unknown,jun,464,-1,0,unknown,no
32,no,unknown,jun,389,-1,0,unknown,no
33,yes,unknown,jun,185,-1,0,unknown,no
38,yes,unknown,jun,128,-1,0,unknown,no
31,yes,unknown,jun,123,-1,0,unknown,no
55,no,unknown,jun,266,-1,0,unknown,no
33,yes,unknown,jun,466,-1,0,unknown,no
31,yes,unknown,jun,80,-1,0,unknown,no
31,yes,unknown,jun,232,-1,0,unknown,no
42,yes,unknown,jun,61,-1,0,unknown,no
28,yes,unknown,jun,537,-1,0,unknown,no
30,yes,unknown,jun,231,-1,0,unknown,no
50,yes,unknown,jun,464,-1,0,unknown,no
36,yes,unknown,jun,281,-1,0,unknown,no
32,yes,unknown,jun,447,-1,0,unknown,no
36,yes,unknown,jun,164,-1,0,unknown,no
33,yes,unknown,jun,127,-1,0,unknown,no
35,yes,unknown,jun,42,-1,0,unknown,no
29,yes,unknown,jun,132,-1,0,unknown,no
35,yes,unknown,jun,579,-1,0,unknown,no
31,no,unknown,jun,180,-1,0,unknown,no
32,yes,unknown,jun,159,-1,0,unknown,no
44,yes,unknown,jun,66,-1,0,unknown,no
30,yes,unknown,jun,239,-1,0,unknown,no
38,yes,unknown,jun,156,-1,0,unknown,no
38,no,unknown,jun,89,-1,0,unknown,no
37,yes,unknown,jun,74,-1,0,unknown,no
39,yes,unknown,jun,174,-1,0,unknown,no
36,yes,unknown,jun,59,-1,0,unknown,no
51,no,unknown,jun,193,-1,0,unknown,no
32,yes,unknown,jun,815,-1,0,unknown,yes
32,yes,unknown,jun,215,-1,0,unknown,no
31,yes,unknown,jun,273,-1,0,unknown,no
31,yes,unknown,jun,258,-1,0,unknown,no
31,yes,unknown,jun,329,-1,0,unknown,no
30,yes,unknown,jun,34,-1,0,unknown,no
31,yes,unknown,jun,76,-1,0,unknown,no
34,yes,unknown,jun,920,-1,0,unknown,no
37,yes,unknown,jun,152,-1,0,unknown,no
31,yes,unknown,jun,130,-1,0,unknown,no
37,yes,unknown,jun,118,-1,0,unknown,no
35,yes,unknown,jun,369,-1,0,unknown,no
33,yes,unknown,jun,122,-1,0,unknown,no
33,yes,unknown,jun,445,-1,0,unknown,no
30,yes,unknown,jun,142,-1,0,unknown,no
37,yes,unknown,jun,317,-1,0,unknown,no
35,yes,unknown,jun,184,-1,0,unknown,no
33,yes,unknown,jun,354,-1,0,unknown,no
46,yes,unknown,jun,105,-1,0,unknown,no
34,yes,unknown,jun,83,-1,0,unknown,no
38,yes,unknown,jun,209,-1,0,unknown,no
41,yes,unknown,jun,53,-1,0,unknown,no
60,yes,unknown,jun,210,-1,0,unknown,no
33,yes,unknown,jun,278,-1,0,unknown,no
55,yes,unknown,jun,193,-1,0,unknown,no
32,yes,unknown,jun,183,-1,0,unknown,no
34,yes,unknown,jun,69,-1,0,unknown,no
37,yes,unknown,jun,24,-1,0,unknown,no
35,yes,unknown,jun,143,-1,0,unknown,no
40,yes,unknown,jun,68,-1,0,unknown,no
60,yes,unknown,jun,49,-1,0,unknown,no
31,yes,unknown,jun,148,-1,0,unknown,no
33,yes,unknown,jun,54,-1,0,unknown,no
37,yes,unknown,jun,98,-1,0,unknown,no
29,yes,unknown,jun,121,-1,0,unknown,no
42,no,unknown,jun,377,-1,0,unknown,no
32,yes,unknown,jun,180,-1,0,unknown,no
61,yes,unknown,jun,283,-1,0,unknown,no
40,yes,unknown,jun,147,-1,0,unknown,no
31,yes,unknown,jun,169,-1,0,unknown,no
34,yes,unknown,jun,178,-1,0,unknown,no
30,yes,unknown,jun,154,-1,0,unknown,no
35,yes,unknown,jun,362,-1,0,unknown,no
27,yes,unknown,jun,162,-1,0,unknown,no
53,yes,unknown,jun,72,-1,0,unknown,no
29,yes,unknown,jun,121,-1,0,unknown,no
26,yes,unknown,jun,599,-1,0,unknown,no
35,yes,unknown,jun,101,-1,0,unknown,no
33,yes,unknown,jun,163,-1,0,unknown,no
44,yes,unknown,jun,306,-1,0,unknown,no
30,no,unknown,jun,91,-1,0,unknown,no
60,yes,unknown,jun,94,-1,0,unknown,no
32,yes,unknown,jun,658,-1,0,unknown,no
59,yes,unknown,jun,250,-1,0,unknown,no
34,yes,unknown,jun,493,-1,0,unknown,no
31,yes,unknown,jun,562,-1,0,unknown,no
52,yes,unknown,jun,490,-1,0,unknown,no
52,yes,unknown,jun,140,-1,0,unknown,no
39,yes,unknown,jun,46,-1,0,unknown,no
34,yes,unknown,jun,149,-1,0,unknown,no
50,yes,unknown,jun,88,-1,0,unknown,no
26,yes,unknown,jun,118,-1,0,unknown,no
35,yes,unknown,jun,230,-1,0,unknown,yes
35,yes,unknown,jun,277,-1,0,unknown,no
35,yes,unknown,jun,169,-1,0,unknown,no
36,yes,unknown,jun,123,-1,0,unknown,no
24,yes,unknown,jun,102,-1,0,unknown,no
25,yes,unknown,jun,214,-1,0,unknown,no
30,yes,unknown,jun,572,-1,0,unknown,no
31,no,unknown,jun,147,-1,0,unknown,no
34,yes,unknown,jun,105,-1,0,unknown,no
50,yes,unknown,jun,171,-1,0,unknown,no
38,yes,unknown,jun,50,-1,0,unknown,no
34,yes,unknown,jun,31,-1,0,unknown,no
30,yes,unknown,jun,163,-1,0,unknown,no
34,yes,unknown,jun,304,-1,0,unknown,no
37,yes,unknown,jun,469,-1,0,unknown,no
54,yes,unknown,jun,45,-1,0,unknown,no
36,yes,unknown,jun,85,-1,0,unknown,no
26,yes,unknown,jun,758,-1,0,unknown,no
34,yes,unknown,jun,466,-1,0,unknown,no
43,yes,unknown,jun,200,-1,0,unknown,no
35,yes,unknown,jun,430,-1,0,unknown,no
30,yes,unknown,jun,747,-1,0,unknown,yes
41,yes,unknown,jun,147,-1,0,unknown,no
34,no,unknown,jun,131,-1,0,unknown,no
29,yes,unknown,jun,281,-1,0,unknown,no
47,yes,unknown,jun,339,-1,0,unknown,no
39,yes,unknown,jun,158,-1,0,unknown,no
39,yes,unknown,jun,201,-1,0,unknown,no
31,yes,unknown,jun,231,-1,0,unknown,no
57,yes,unknown,jun,91,-1,0,unknown,no
50,yes,unknown,jun,146,-1,0,unknown,no
34,yes,unknown,jun,187,-1,0,unknown,no
36,no,unknown,jun,87,-1,0,unknown,no
38,yes,unknown,jun,221,-1,0,unknown,no
32,yes,unknown,jun,347,-1,0,unknown,no
53,no,unknown,jun,255,-1,0,unknown,no
30,yes,unknown,jun,184,-1,0,unknown,no
35,yes,unknown,jun,276,-1,0,unknown,no
49,yes,unknown,jun,41,-1,0,unknown,no
39,yes,unknown,jun,145,-1,0,unknown,no
38,yes,unknown,jun,612,-1,0,unknown,no
47,no,unknown,jun,282,-1,0,unknown,no
45,yes,unknown,jun,159,-1,0,unknown,no
42,yes,unknown,jun,671,-1,0,unknown,yes
46,yes,unknown,jun,117,-1,0,unknown,no
48,yes,unknown,jun,60,-1,0,unknown,no
40,yes,unknown,jun,252,-1,0,unknown,no
42,yes,unknown,jun,555,-1,0,unknown,yes
40,yes,unknown,jun,350,-1,0,unknown,no
41,no,unknown,jun,157,-1,0,unknown,no
34,yes,unknown,jun,87,-1,0,unknown,no
35,yes,unknown,jun,312,-1,0,unknown,no
47,yes,unknown,jun,218,-1,0,unknown,no
44,yes,unknown,jun,548,-1,0,unknown,no
45,yes,unknown,jun,176,-1,0,unknown,no
30,yes,unknown,jun,335,-1,0,unknown,no
28,yes,unknown,jun,267,-1,0,unknown,no
40,yes,unknown,jun,86,-1,0,unknown,no
58,yes,unknown,jun,129,-1,0,unknown,no
44,yes,unknown,jun,322,-1,0,unknown,no
35,yes,unknown,jun,136,-1,0,unknown,no
31,yes,unknown,jun,108,-1,0,unknown,no
35,yes,unknown,jun,71,-1,0,unknown,no
38,yes,unknown,jun,29,-1,0,unknown,no
36,yes,unknown,jun,252,-1,0,unknown,no
35,yes,unknown,jun,518,-1,0,unknown,no
32,yes,unknown,jun,42,-1,0,unknown,no
33,yes,unknown,jun,140,-1,0,unknown,no
28,no,unknown,jun,303,-1,0,unknown,no
38,yes,unknown,jun,171,-1,0,unknown,no
44,yes,unknown,jun,132,-1,0,unknown,no
39,yes,unknown,jun,288,-1,0,unknown,no
30,yes,unknown,jun,230,-1,0,unknown,no
28,yes,unknown,jun,82,-1,0,unknown,no
26,yes,unknown,jun,626,-1,0,unknown,no
48,yes,unknown,jun,345,-1,0,unknown,no
33,yes,unknown,jun,214,-1,0,unknown,no
29,no,unknown,jun,479,-1,0,unknown,no
42,yes,unknown,jun,156,-1,0,unknown,no
45,yes,unknown,jun,80,-1,0,unknown,no
54,yes,unknown,jun,360,-1,0,unknown,no
46,yes,unknown,jun,126,-1,0,unknown,no
29,yes,unknown,jun,267,-1,0,unknown,no
59,yes,unknown,jun,290,-1,0,unknown,no
36,yes,unknown,jun,56,-1,0,unknown,no
33,yes,unknown,jun,32,-1,0,unknown,no
32,yes,unknown,jun,777,-1,0,unknown,yes
35,yes,unknown,jun,826,-1,0,unknown,no
53,yes,unknown,jun,198,-1,0,unknown,no
39,yes,unknown,jun,164,-1,0,unknown,no
38,yes,unknown,jun,98,-1,0,unknown,no
32,yes,unknown,jun,53,-1,0,unknown,no
30,yes,unknown,jun,178,-1,0,unknown,no
31,no,unknown,jun,532,-1,0,unknown,no
31,yes,unknown,jun,120,-1,0,unknown,no
41,yes,unknown,jun,164,-1,0,unknown,no
40,yes,unknown,jun,20,-1,0,unknown,no
49,yes,unknown,jun,392,-1,0,unknown,no
31,yes,unknown,jun,213,-1,0,unknown,no
32,yes,unknown,jun,18,-1,0,unknown,no
32,yes,unknown,jun,746,-1,0,unknown,no
42,yes,unknown,jun,351,-1,0,unknown,no
39,yes,unknown,jun,142,-1,0,unknown,no
36,no,unknown,jun,316,-1,0,unknown,no
27,yes,unknown,jun,261,-1,0,unknown,no
35,yes,unknown,jun,289,-1,0,unknown,no
38,yes,unknown,jun,74,-1,0,unknown,no
31,yes,unknown,jun,227,-1,0,unknown,no
30,yes,unknown,jun,178,-1,0,unknown,no
33,yes,unknown,jun,154,-1,0,unknown,no
35,yes,unknown,jun,100,-1,0,unknown,no
51,no,unknown,jun,61,-1,0,unknown,no
36,yes,unknown,jun,55,-1,0,unknown,no
34,yes,unknown,jun,130,-1,0,unknown,no
37,yes,unknown,jun,509,-1,0,unknown,no
40,yes,unknown,jun,181,-1,0,unknown,no
35,no,unknown,jun,468,-1,0,unknown,no
58,yes,unknown,jun,358,-1,0,unknown,no
28,yes,unknown,jun,442,-1,0,unknown,no
36,yes,unknown,jun,1576,-1,0,unknown,no
41,yes,unknown,jun,134,-1,0,unknown,no
43,yes,unknown,jun,28,-1,0,unknown,no
59,yes,unknown,jun,92,-1,0,unknown,no
43,yes,unknown,jun,73,-1,0,unknown,no
50,yes,unknown,jun,134,-1,0,unknown,no
58,yes,unknown,jun,111,-1,0,unknown,no
39,yes,unknown,jun,222,-1,0,unknown,no
55,yes,unknown,jun,75,-1,0,unknown,no
35,yes,unknown,jun,110,-1,0,unknown,no
48,yes,unknown,jun,58,-1,0,unknown,no
37,yes,unknown,jun,548,-1,0,unknown,no
31,yes,unknown,jun,16,-1,0,unknown,no
37,yes,unknown,jun,402,-1,0,unknown,no
33,yes,unknown,jun,312,-1,0,unknown,no
23,yes,unknown,jun,280,-1,0,unknown,no
33,yes,unknown,jun,689,-1,0,unknown,no
51,yes,unknown,jun,184,-1,0,unknown,no
43,yes,unknown,jun,43,-1,0,unknown,no
49,yes,unknown,jun,310,-1,0,unknown,no
39,yes,unknown,jun,90,-1,0,unknown,no
42,yes,unknown,jun,984,-1,0,unknown,no
29,yes,unknown,jun,85,-1,0,unknown,no
31,yes,unknown,jun,153,-1,0,unknown,no
39,no,unknown,jun,59,-1,0,unknown,no
40,yes,unknown,jun,605,-1,0,unknown,yes
42,no,unknown,jun,180,-1,0,unknown,no
52,yes,unknown,jun,94,-1,0,unknown,no
28,yes,unknown,jun,232,-1,0,unknown,no
44,yes,unknown,jun,432,-1,0,unknown,yes
23,yes,unknown,jun,152,-1,0,unknown,no
35,yes,unknown,jun,104,-1,0,unknown,no
41,yes,unknown,jun,154,-1,0,unknown,no
37,yes,unknown,jun,48,-1,0,unknown,no
36,no,unknown,jun,182,-1,0,unknown,no
31,yes,unknown,jun,150,-1,0,unknown,no
39,yes,unknown,jun,209,-1,0,unknown,no
30,yes,unknown,jun,67,-1,0,unknown,no
45,yes,unknown,jun,197,-1,0,unknown,no
47,yes,unknown,jun,87,-1,0,unknown,no
54,no,unknown,jun,75,-1,0,unknown,no
31,yes,unknown,jun,216,-1,0,unknown,no
36,yes,unknown,jun,174,-1,0,unknown,no
31,no,unknown,jun,180,-1,0,unknown,no
39,yes,unknown,jun,20,-1,0,unknown,no
49,yes,unknown,jun,73,-1,0,unknown,no
58,yes,unknown,jun,55,-1,0,unknown,no
28,yes,unknown,jun,222,-1,0,unknown,no
43,yes,unknown,jun,267,-1,0,unknown,no
31,yes,unknown,jun,186,-1,0,unknown,no
52,yes,unknown,jun,63,-1,0,unknown,no
35,no,unknown,jun,166,-1,0,unknown,no
41,yes,unknown,jun,332,-1,0,unknown,no
37,yes,unknown,jun,301,-1,0,unknown,no
31,yes,unknown,jun,207,-1,0,unknown,no
34,yes,unknown,jun,115,-1,0,unknown,no
32,yes,unknown,jun,159,-1,0,unknown,no
30,yes,unknown,jun,159,-1,0,unknown,no
42,yes,unknown,jun,238,-1,0,unknown,no
33,yes,unknown,jun,161,-1,0,unknown,no
32,yes,unknown,jun,1173,-1,0,unknown,yes
30,yes,unknown,jun,438,-1,0,unknown,no
29,yes,unknown,jun,250,-1,0,unknown,no
43,yes,unknown,jun,46,-1,0,unknown,no
41,yes,unknown,jun,147,-1,0,unknown,no
42,yes,unknown,jun,26,-1,0,unknown,no
37,no,unknown,jun,202,-1,0,unknown,no
31,yes,unknown,jun,963,-1,0,unknown,yes
26,yes,unknown,jun,50,-1,0,unknown,no
51,yes,unknown,jun,272,-1,0,unknown,no
30,yes,unknown,jun,112,-1,0,unknown,no
30,yes,unknown,jun,384,-1,0,unknown,no
28,yes,unknown,jun,361,-1,0,unknown,no
26,yes,unknown,jun,953,-1,0,unknown,no
54,yes,unknown,jun,148,-1,0,unknown,no
25,yes,unknown,jun,233,-1,0,unknown,no
26,yes,unknown,jun,409,-1,0,unknown,no
29,yes,unknown,jun,538,-1,0,unknown,no
21,yes,unknown,jun,103,-1,0,unknown,no
25,yes,unknown,jun,579,-1,0,unknown,no
44,yes,unknown,jun,183,-1,0,unknown,no
28,yes,unknown,jun,210,-1,0,unknown,no
42,yes,unknown,jun,175,-1,0,unknown,no
29,yes,unknown,jun,186,-1,0,unknown,no
30,no,unknown,jun,23,-1,0,unknown,no
54,yes,unknown,jun,68,-1,0,unknown,no
41,yes,unknown,jun,157,-1,0,unknown,no
36,yes,unknown,jun,132,-1,0,unknown,no
42,yes,unknown,jun,43,-1,0,unknown,no
36,yes,unknown,jun,517,-1,0,unknown,no
52,no,unknown,jun,315,-1,0,unknown,no
40,yes,unknown,jun,143,-1,0,unknown,no
39,yes,unknown,jun,73,-1,0,unknown,no
41,yes,unknown,jun,447,-1,0,unknown,no
48,no,unknown,jun,342,-1,0,unknown,no
50,yes,unknown,jun,119,-1,0,unknown,no
44,yes,unknown,jun,150,-1,0,unknown,no
49,yes,unknown,jun,166,-1,0,unknown,no
34,yes,unknown,jun,65,-1,0,unknown,no
46,yes,unknown,jun,404,-1,0,unknown,no
38,yes,unknown,jun,280,-1,0,unknown,no
47,yes,unknown,jun,170,-1,0,unknown,no
58,yes,unknown,jun,80,-1,0,unknown,no
45,yes,unknown,jun,34,-1,0,unknown,no
38,yes,unknown,jun,258,-1,0,unknown,no
37,yes,unknown,jun,126,-1,0,unknown,no
37,yes,unknown,jun,88,-1,0,unknown,no
40,yes,unknown,jun,941,-1,0,unknown,yes
23,yes,unknown,jun,349,-1,0,unknown,no
43,yes,unknown,jun,102,-1,0,unknown,no
55,yes,unknown,jun,131,-1,0,unknown,no
53,yes,unknown,jun,384,-1,0,unknown,no
42,yes,unknown,jun,440,-1,0,unknown,no
36,no,unknown,jun,284,-1,0,unknown,no
45,no,unknown,jun,290,-1,0,unknown,no
28,yes,unknown,jun,161,-1,0,unknown,no
37,yes,unknown,jun,247,-1,0,unknown,no
44,yes,unknown,jun,771,-1,0,unknown,no
44,yes,unknown,jun,103,-1,0,unknown,no
38,yes,unknown,jun,132,-1,0,unknown,no
38,yes,unknown,jun,235,-1,0,unknown,no
37,no,unknown,jun,45,-1,0,unknown,no
37,yes,unknown,jun,21,-1,0,unknown,no
58,yes,unknown,jun,243,-1,0,unknown,no
40,yes,unknown,jun,131,-1,0,unknown,no
26,yes,unknown,jun,192,-1,0,unknown,no
34,yes,unknown,jun,145,-1,0,unknown,no
46,yes,unknown,jun,288,-1,0,unknown,no
37,yes,unknown,jun,23,-1,0,unknown,no
33,yes,unknown,jun,23,-1,0,unknown,no
32,yes,unknown,jun,379,-1,0,unknown,no
36,yes,unknown,jun,406,-1,0,unknown,no
48,yes,unknown,jun,106,-1,0,unknown,no
39,yes,unknown,jun,116,-1,0,unknown,no
31,yes,unknown,jun,25,-1,0,unknown,no
35,yes,unknown,jun,118,-1,0,unknown,no
30,no,unknown,jun,75,-1,0,unknown,no
39,yes,unknown,jun,235,-1,0,unknown,no
38,yes,unknown,jun,404,-1,0,unknown,no
37,yes,unknown,jun,126,-1,0,unknown,no
30,yes,unknown,jun,102,-1,0,unknown,no
49,yes,unknown,jun,123,-1,0,unknown,no
30,yes,unknown,jun,135,-1,0,unknown,no
23,yes,unknown,jun,100,-1,0,unknown,no
32,yes,unknown,jun,303,-1,0,unknown,no
30,yes,unknown,jun,366,-1,0,unknown,no
32,yes,unknown,jun,228,-1,0,unknown,no
31,yes,unknown,jun,14,-1,0,unknown,no
32,yes,unknown,jun,193,-1,0,unknown,no
30,yes,unknown,jun,220,-1,0,unknown,no
35,no,unknown,jun,32,-1,0,unknown,no
37,yes,unknown,jun,231,-1,0,unknown,no
30,yes,unknown,jun,242,-1,0,unknown,no
32,yes,unknown,jun,216,-1,0,unknown,no
34,yes,unknown,jun,119,-1,0,unknown,no
33,yes,unknown,jun,495,-1,0,unknown,no
59,yes,unknown,jun,128,-1,0,unknown,no
31,yes,unknown,jun,722,-1,0,unknown,no
40,yes,unknown,jun,240,-1,0,unknown,no
31,yes,unknown,jun,455,-1,0,unknown,no
31,yes,unknown,jun,138,-1,0,unknown,no
27,yes,unknown,jun,418,-1,0,unknown,no
31,yes,unknown,jun,208,-1,0,unknown,no
29,yes,unknown,jun,177,-1,0,unknown,no
44,yes,unknown,jun,84,-1,0,unknown,no
37,no,unknown,jun,120,-1,0,unknown,no
24,yes,unknown,jun,825,-1,0,unknown,no
51,yes,unknown,jun,51,-1,0,unknown,no
32,yes,unknown,jun,238,-1,0,unknown,no
30,yes,unknown,jun,237,-1,0,unknown,no
47,no,unknown,jun,110,-1,0,unknown,no
37,yes,unknown,jun,1045,-1,0,unknown,yes
27,yes,unknown,jun,188,-1,0,unknown,no
47,yes,unknown,jun,27,-1,0,unknown,no
45,yes,unknown,jun,170,-1,0,unknown,no
28,yes,unknown,jun,615,-1,0,unknown,no
53,yes,unknown,jun,676,-1,0,unknown,no
33,yes,unknown,jun,258,-1,0,unknown,no
41,yes,unknown,jun,85,-1,0,unknown,no
28,yes,unknown,jun,860,-1,0,unknown,no
35,yes,unknown,jun,680,-1,0,unknown,no
27,yes,unknown,jun,356,-1,0,unknown,no
30,yes,unknown,jun,235,-1,0,unknown,no
40,yes,unknown,jun,173,-1,0,unknown,no
34,yes,unknown,jun,294,-1,0,unknown,no
26,yes,unknown,jun,177,-1,0,unknown,no
27,yes,unknown,jun,220,-1,0,unknown,no
45,yes,unknown,jun,641,-1,0,unknown,no
43,no,unknown,jun,38,-1,0,unknown,no
30,yes,unknown,jun,94,-1,0,unknown,no
45,yes,unknown,jun,478,-1,0,unknown,no
43,yes,unknown,jun,35,-1,0,unknown,no
48,yes,unknown,jun,46,-1,0,unknown,no
35,yes,unknown,jun,130,-1,0,unknown,no
29,yes,unknown,jun,35,-1,0,unknown,no
38,yes,unknown,jun,263,-1,0,unknown,no
39,yes,unknown,jun,143,-1,0,unknown,no
43,yes,unknown,jun,164,-1,0,unknown,no
28,yes,unknown,jun,245,-1,0,unknown,no
35,yes,unknown,jun,43,-1,0,unknown,no
31,yes,unknown,jun,154,-1,0,unknown,no
40,yes,unknown,jun,327,-1,0,unknown,no
38,yes,unknown,jun,215,-1,0,unknown,no
32,yes,unknown,jun,200,-1,0,unknown,no
26,yes,unknown,jun,320,-1,0,unknown,no
31,no,unknown,jun,31,-1,0,unknown,no
32,no,unknown,jun,114,-1,0,unknown,no
43,yes,unknown,jun,236,-1,0,unknown,no
39,yes,unknown,jun,201,-1,0,unknown,no
26,yes,unknown,jun,482,-1,0,unknown,yes
44,yes,unknown,jun,171,-1,0,unknown,no
47,yes,unknown,jun,2456,-1,0,unknown,yes
40,yes,unknown,jun,329,-1,0,unknown,no
30,yes,unknown,jun,59,-1,0,unknown,no
34,yes,unknown,jun,111,-1,0,unknown,no
37,no,unknown,jun,72,-1,0,unknown,no
30,yes,unknown,jun,199,-1,0,unknown,no
31,yes,unknown,jun,589,-1,0,unknown,no
41,yes,unknown,jun,199,-1,0,unknown,no
35,yes,unknown,jun,113,-1,0,unknown,no
38,yes,unknown,jun,179,-1,0,unknown,no
54,yes,unknown,jun,242,-1,0,unknown,no
35,yes,unknown,jun,129,-1,0,unknown,no
49,yes,unknown,jun,50,-1,0,unknown,no
26,yes,unknown,jun,239,-1,0,unknown,no
32,yes,unknown,jun,81,-1,0,unknown,no
33,yes,unknown,jun,327,-1,0,unknown,no
27,yes,unknown,jun,604,-1,0,unknown,no
31,no,unknown,jun,137,-1,0,unknown,no
39,no,unknown,jun,199,-1,0,unknown,no
34,yes,unknown,jun,372,-1,0,unknown,no
25,yes,unknown,jun,167,-1,0,unknown,no
45,yes,unknown,jun,788,-1,0,unknown,no
49,yes,unknown,jun,51,-1,0,unknown,no
48,yes,unknown,jun,161,-1,0,unknown,no
44,yes,unknown,jun,25,-1,0,unknown,no
51,yes,unknown,jun,959,-1,0,unknown,no
26,yes,unknown,jun,189,-1,0,unknown,no
23,yes,unknown,jun,277,-1,0,unknown,no
43,yes,unknown,jun,215,-1,0,unknown,no
38,yes,unknown,jun,133,-1,0,unknown,no
40,yes,unknown,jun,134,-1,0,unknown,no
41,yes,unknown,jun,211,-1,0,unknown,no
43,yes,unknown,jun,80,-1,0,unknown,no
39,yes,unknown,jun,220,-1,0,unknown,no
27,yes,unknown,jun,148,-1,0,unknown,no
30,no,unknown,jun,157,-1,0,unknown,no
39,yes,unknown,jun,348,-1,0,unknown,no
34,no,unknown,jun,81,-1,0,unknown,no
43,yes,unknown,jun,441,-1,0,unknown,no
41,yes,unknown,jun,14,-1,0,unknown,no
38,no,unknown,jun,662,-1,0,unknown,no
31,yes,unknown,jun,230,-1,0,unknown,no
61,yes,unknown,jun,323,-1,0,unknown,no
38,yes,unknown,jun,176,-1,0,unknown,no
31,yes,unknown,jun,117,-1,0,unknown,no
45,yes,unknown,jun,1259,-1,0,unknown,yes
45,yes,unknown,jun,214,-1,0,unknown,no
39,yes,unknown,jun,350,-1,0,unknown,no
29,yes,unknown,jun,136,-1,0,unknown,no
26,yes,unknown,jun,56,-1,0,unknown,no
54,yes,unknown,jun,137,-1,0,unknown,no
58,yes,unknown,jun,497,-1,0,unknown,no
45,yes,unknown,jun,81,-1,0,unknown,no
30,yes,unknown,jun,276,-1,0,unknown,no
28,no,unknown,jun,248,-1,0,unknown,no
42,yes,unknown,jun,11,-1,0,unknown,no
45,yes,unknown,jun,313,-1,0,unknown,no
57,yes,unknown,jun,397,-1,0,unknown,no
39,yes,unknown,jun,164,-1,0,unknown,no
35,yes,unknown,jun,1363,-1,0,unknown,yes
39,yes,unknown,jun,296,-1,0,unknown,no
28,yes,unknown,jun,816,-1,0,unknown,no
38,yes,unknown,jun,266,-1,0,unknown,no
30,yes,unknown,jun,180,-1,0,unknown,no
31,yes,unknown,jun,56,-1,0,unknown,no
32,yes,unknown,jun,143,-1,0,unknown,no
31,yes,unknown,jun,342,-1,0,unknown,no
28,yes,unknown,jun,340,-1,0,unknown,no
37,yes,unknown,jun,59,-1,0,unknown,no
57,yes,unknown,jun,72,-1,0,unknown,no
35,yes,unknown,jun,354,-1,0,unknown,no
34,yes,unknown,jun,77,-1,0,unknown,no
38,yes,unknown,jun,157,-1,0,unknown,no
58,yes,unknown,jun,109,-1,0,unknown,no
45,yes,unknown,jun,239,-1,0,unknown,no
48,yes,unknown,jun,246,-1,0,unknown,no
23,yes,unknown,jun,118,-1,0,unknown,no
42,yes,unknown,jun,254,-1,0,unknown,no
29,yes,unknown,jun,94,-1,0,unknown,no
48,yes,unknown,jun,203,-1,0,unknown,no
41,yes,unknown,jun,140,-1,0,unknown,no
55,yes,unknown,jun,148,-1,0,unknown,no
28,yes,unknown,jun,328,-1,0,unknown,no
44,yes,unknown,jun,172,-1,0,unknown,no
37,yes,unknown,jun,87,-1,0,unknown,no
57,yes,unknown,jun,666,-1,0,unknown,no
53,yes,unknown,jun,70,-1,0,unknown,no
27,no,unknown,jun,68,-1,0,unknown,no
32,no,unknown,jun,267,-1,0,unknown,no
25,yes,unknown,jun,193,-1,0,unknown,no
36,yes,unknown,jun,19,-1,0,unknown,no
34,no,unknown,jun,604,-1,0,unknown,no
42,no,unknown,jun,290,-1,0,unknown,no
49,yes,unknown,jun,67,-1,0,unknown,no
50,yes,unknown,jun,113,-1,0,unknown,no
27,yes,unknown,jun,550,-1,0,unknown,no
27,yes,unknown,jun,52,-1,0,unknown,no
41,yes,unknown,jun,197,-1,0,unknown,no
34,no,unknown,jun,120,-1,0,unknown,no
30,yes,unknown,jun,1516,-1,0,unknown,no
26,yes,unknown,jun,28,-1,0,unknown,no
51,yes,unknown,jun,87,-1,0,unknown,no
51,yes,unknown,jun,151,-1,0,unknown,no
29,yes,unknown,jun,226,-1,0,unknown,no
44,yes,unknown,jun,113,-1,0,unknown,no
28,yes,unknown,jun,196,-1,0,unknown,no
23,yes,unknown,jun,281,-1,0,unknown,no
